,Title,Content,Creation Date
47,"Android calculator app installs and opens but when clicked on button component, App closes automatically","I have made an basic deposit amount calculating application, where user can enter amount and tenure in months then he clicks on calculate button then app should show intrest value to the user. If i build this project at android studio using below said code. Application installs and opens on device but when it is clicked on button, Application will closes automatically. I am not understanding whether fault is in below code or device.

    EditText et1,et2;
    TextView mv,ie;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_main);

        et1=(EditText)findViewById(R.id.et1);
        et2=(EditText)findViewById(R.id.et2);
        mv=(TextView)findViewById(R.id.mv);
        ie=(TextView)findViewById(R.id.ie);
    }

    public void Cumlative(View v){

        float depositamt = Integer.parseInt(et1.getText().toString());
        float tenure = Integer.parseInt(et2.getText().toString());

        float matval = (float)((depositamt*tenure)/100);

        ie.setText((int) matval);

    }


Below is xml file

    &lt;EditText
        android:layout_width=&quot;match_parent&quot;
        android:layout_height=&quot;wrap_content&quot;
        android:hint=&quot;Enter Deposit Amount&quot;
        android:id=&quot;@+id/et1&quot;/&gt;

    &lt;EditText
        android:layout_width=&quot;match_parent&quot;
        android:layout_height=&quot;wrap_content&quot;
        android:hint=&quot;Enter Tenure in Months&quot;
        android:id=&quot;@+id/et2&quot;/&gt;
    &lt;TextView
        android:layout_width=&quot;match_parent&quot;
        android:layout_height=&quot;wrap_content&quot;
        android:text=&quot;Cumlative&quot;
        android:textStyle=&quot;bold&quot;
        android:textColor=&quot;#8BC34A&quot;/&gt;
    &lt;TextView
        android:layout_width=&quot;match_parent&quot;
        android:layout_height=&quot;wrap_content&quot;
        android:text=&quot;Maturity value&quot;
        android:id=&quot;@+id/mv&quot;/&gt;
    &lt;TextView
        android:layout_width=&quot;match_parent&quot;
        android:layout_height=&quot;wrap_content&quot;
        android:text=&quot;Intrest earned&quot;
        android:id=&quot;@+id/ie&quot;/&gt;

    &lt;Button
        android:layout_width=&quot;wrap_content&quot;
        android:layout_height=&quot;wrap_content&quot;
        android:text=&quot;Calculate&quot;
        android:layout_gravity=&quot;center&quot;
        android:id=&quot;@+id/cal&quot;
        android:onClick=&quot;Cumlative&quot;/&gt;

log:

    11-15 20:59:08.102 15074-15074/? I/fpc_tac: Returning from transfer command 0x24;3028 
    11-15 20:59:08.102 15074-15074/? I/fpc_tac: &lt;--_fpc_tac_transfer_data returns tlTci-&gt;rsp.cmd_ret;3040 
    11-15 20:59:08.102 15074-15074/? I/fpc_tac: Enter _fpc_tac_load_database_id;2325 
    11-15 20:59:08.102 15074-15074/? I/fpc_tac: _fpc_tac_load_database_id, random_id_size, 96;2349 
    11-15 20:59:08.102 15074-15074/? I/fpc_tac: --&gt;_fpc_tac_transfer_data command 0x29;2866 
    11-15 20:59:08.102 15074-15074/? I/fpc_tac: --&gt;_fpc_tac_send_cmd command 0x02,0x29;2677",2020-11-15 16:57:33
48,SMTPRefused error while trying to send forgot-password emails using Sendinblue SMTP,"Im trying to build a blog website using django and configure my email host using sendinblue, but I&#39;m getting an error saying `(530, b&#39;Error: authentication Required&#39;, &#39;webmaster@localhost&#39;)`

**Settings.py**
```
#Email config
EMAIL_BACKEND = &#39;django.core.mail.backends.smtp.EmailBackend&#39;
EMAIL_HOST = &#39;smtp-relay.sendinblue.com&#39;
EMAIL_PORT = 587
EMAIL_USE_TLS = True
EMAIL_HOST_USER = &#39;########@gmail.com&#39;
EMAIL_HOST_PASS = os.environ.get(&#39;sendinblue_smtp_pass&#39;)
```

**Traceback**
```
Environment:


Request Method: POST
Request URL: http://localhost:8000/password-reset/

Django Version: 3.1.2
Python Version: 3.8.6
Installed Applications:
[&#39;blog.apps.BlogConfig&#39;,
 &#39;users.apps.UsersConfig&#39;,
 &#39;crispy_forms&#39;,
 &#39;django.contrib.admin&#39;,
 &#39;django.contrib.auth&#39;,
 &#39;django.contrib.contenttypes&#39;,
 &#39;django.contrib.sessions&#39;,
 &#39;django.contrib.messages&#39;,
 &#39;django.contrib.staticfiles&#39;]
Installed Middleware:
[&#39;django.middleware.security.SecurityMiddleware&#39;,
 &#39;django.contrib.sessions.middleware.SessionMiddleware&#39;,
 &#39;django.middleware.common.CommonMiddleware&#39;,
 &#39;django.middleware.csrf.CsrfViewMiddleware&#39;,
 &#39;django.contrib.auth.middleware.AuthenticationMiddleware&#39;,
 &#39;django.contrib.messages.middleware.MessageMiddleware&#39;,
 &#39;django.middleware.clickjacking.XFrameOptionsMiddleware&#39;]



Traceback (most recent call last):
  File &quot;C:\myenv\django\lib\site-packages\django\core\handlers\exception.py&quot;, line 47, in inner
    response = get_response(request)
  File &quot;C:\myenv\django\lib\site-packages\django\core\handlers\base.py&quot;, line 179, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File &quot;C:\myenv\django\lib\site-packages\django\views\generic\base.py&quot;, line 70, in view
    return self.dispatch(request, *args, **kwargs)
  File &quot;C:\myenv\django\lib\site-packages\django\utils\decorators.py&quot;, line 43, in _wrapper
    return bound_method(*args, **kwargs)
  File &quot;C:\myenv\django\lib\site-packages\django\utils\decorators.py&quot;, line 130, in _wrapped_view
    response = view_func(request, *args, **kwargs)
  File &quot;C:\myenv\django\lib\site-packages\django\contrib\auth\views.py&quot;, line 222, in dispatch
    return super().dispatch(*args, **kwargs)
  File &quot;C:\myenv\django\lib\site-packages\django\views\generic\base.py&quot;, line 98, in dispatch
    return handler(request, *args, **kwargs)
  File &quot;C:\myenv\django\lib\site-packages\django\views\generic\edit.py&quot;, line 142, in post
    return self.form_valid(form)
  File &quot;C:\myenv\django\lib\site-packages\django\contrib\auth\views.py&quot;, line 235, in form_valid
    form.save(**opts)
  File &quot;C:\myenv\django\lib\site-packages\django\contrib\auth\forms.py&quot;, line 323, in save
    self.send_mail(
  File &quot;C:\myenv\django\lib\site-packages\django\contrib\auth\forms.py&quot;, line 273, in send_mail
    email_message.send()
  File &quot;C:\myenv\django\lib\site-packages\django\core\mail\message.py&quot;, line 284, in send
    return self.get_connection(fail_silently).send_messages([self])
  File &quot;C:\myenv\django\lib\site-packages\django\core\mail\backends\smtp.py&quot;, line 109, in send_messages
    sent = self._send(message)
  File &quot;C:\myenv\django\lib\site-packages\django\core\mail\backends\smtp.py&quot;, line 125, in _send
    self.connection.sendmail(from_email, recipients, message.as_bytes(linesep=&#39;\r\n&#39;))
  File &quot;c:\users\ashish\appdata\local\programs\python\python38\lib\smtplib.py&quot;, line 871, in sendmail
    raise SMTPSenderRefused(code, resp, from_addr)

Exception Type: SMTPSenderRefused at /password-reset/
Exception Value: (530, b&#39;Error: authentication Required&#39;, &#39;webmaster@localhost&#39;)
```

",2020-11-15 18:40:57
49,Create Sphinx autodoc for a package loading pywin32 on Linux,"I wrote a [package](https://github.com/CarliJoy/SyncGitlab2MSProject) that uses `pywin32` to sync GitLab issues with Microsoft Projects.

I would like to use [readthedocs](https://readthedocs.org/) to host the documentation.

The problem is that I can&#39;t install `pywin32` as a Linux environment is used there.

Any suggestion on how to get `autodoc` to build the documentation if a package is not available on the build machine?
",2020-11-14 23:19:56
50,Q: Upper case/ Lower case search question on Atom editor,"I have a question when searching files.

In my project source code, some .c files are named with xxx.c(lower case) and some .c files are names with yyy.C (upper case).

When I search *.c on Atom, I only can get the result with *.c, and I can&#39;t get the files with *.C.

How can I get both *.c &amp; *.C results when I search with *.c?

Appreciate for your reply.
",2020-11-15 18:40:48
51,Convert a nested Array to string in Javascript,"I have the following;

```
const data = {
    takeOffTime: &quot;10:30&quot;,
    touchDownTime: &quot;11:45&quot;,
    depDate: &quot;17/11/2020&quot;,
    noOfAdult: 1,
    noOfChild: 0,
    noOfInfant: 0,
    tripType: 1,
    fareTotals: [
        &quot;1,319.00 AUD&quot;,
        &quot;1,872.00 AUD&quot;
    ]
}
```

And would want to convert it to;

```
const data = {
    takeOffTime: &quot;10:30&quot;,
    touchDownTime: &quot;11:45&quot;,
    depDate: &quot;17/11/2020&quot;,
    noOfAdult: 1,
    noOfChild: 0,
    noOfInfant: 0,
    tripType: 1,
    fareTotals: &quot;1319.00 1872.00&quot;
}
```
What I want is to convert the nested array `fareTotals` to string, and as well as remove the non-numeric values in it.

Any help will be greatly appreciated.",2020-11-15 18:35:36
52,unsupervised ML clasifier for car price prediction,I have a dataset from a car company. The dataset consists of multiple features. I want to predict the price of cars through unsupervised ML classifiers. I am not familiar with what classifier I use to predict the class label.,2020-11-15 18:32:47
53,Confused on how to code bollinger bands for EA in mql4-mql5,"i use bollinger bands when trading in mt4/5 and the setups i look for are the ones with clean, straight bands, i avoid trading bollinger bands squeezes, or the rounded ones which narrows at the current candle or the flared out ones which just go in the opposite direction, i had setup an alert EA but always manually traded, now i wish to automate, does anybody have any idea how i can go about this ? I am not asking for the code itself, maybe someone who has encountered a similar problem before or redirect me to another article or something, tried on many other forums but no one seems to know the answer and the one&#39;s that do demand a large sum of money, i just want to learn for myself. I&#39;ve checked everywhere else, need help..
if someone is kind enough to show me the code in either mql4 or mql5, it would be greatly appreciated. 
Thank you.",2020-05-27 08:44:34
54,Is there a way to get complete tasks from JBPM 7 using its REST API,"I&#39;m trying to get a complete process instance tasks but in vain. 

The REST service ``/server/containers/{containerId}/processes/instances/{processInstanceId}`` return only active user tasks. I read swagger documentation and couldn&#39;t find any service doing the job.

Please tell me if you had already this problem and how did you resolve it ?  ",2020-11-15 18:40:12
55,Visual Studio Code C++ hit count breakpoints not working with GDB?,"I have configured Visual Studio Code to debug with GCC/GDB. Everything seems to be working fine, except hit count breakpoints.

Consider for example the following C++ code:

```cpp
#include &lt;iostream&gt;

int main()
{
    for (int i = 1; i &lt;= 10; i++)
        std::cout &lt;&lt; i &lt;&lt; &#39; &#39;;
}
```

I set up a breakpoint inside the `for` loop, on the line `std::cout &lt;&lt; i &lt;&lt; &#39; &#39;;`. Then I right click, choose &quot;Edit Breakpoint&quot;, choose &quot;Hit Count&quot;, and type &quot;5&quot;. When I press F5, I expect it to only break the fifth time the breakpoint is reached, but instead it breaks the first time, as if there is not hit count condition.

When I use VS Code to debug via MSVC (cl.exe), this does work as expected, and the loop stops at `i == 5`. So I think I am using hit count breakpoints correctly. The description of hit count breakpoints in the [VS Code user guide](https://code.visualstudio.com/docs/editor/debugging) says:

&gt; Hit count: The &#39;hit count&#39; controls how many times a breakpoint needs to be hit before it will &#39;break&#39; execution. Whether a &#39;hit count&#39; is respected and the exact syntax of the expression vary among debugger extensions.

Does GDB does not support hit count breakpoints?",2020-11-15 18:40:09
56,Form data isn&#39;t submitting to database in Laravel controller,"In my home page in my Laravel project I have a modal which contains a form.
```html
&lt;form id=&quot;profilesubmitform&quot; method=&quot;POST&quot; action=&quot;/profilesubmit&quot;&gt;
    &lt;div class=&quot;form-group&quot;&gt;
        &lt;input type=&quot;textarea&quot; class=&quot;form-control&quot; id=&quot;bio&quot; placeholder=&quot;Enter your bio here&quot;&gt;
        &lt;small class=&quot;form-text text-muted&quot;&gt;Tell us about yourself!&lt;/small&gt;
    &lt;/div&gt;
    &lt;div class=&quot;form-group&quot;&gt;
        &lt;input type=&quot;text&quot; class=&quot;form-control&quot; id=&quot;profileurl&quot; placeholder=&quot;Website/Link&quot;&gt;
        &lt;small class=&quot;form-text text-muted&quot;&gt;Add your site, Carrd, Youtube channel, anything!&lt;/small&gt;
    &lt;/div&gt;
    &lt;button type=&quot;submit&quot; class=&quot;btn btn-primary&quot;&gt;Submit&lt;/button&gt;
&lt;/form&gt;
```
And of course in my **web.php** file I&#39;ve made a route like so:
```php
Route::post(&#39;/profilesubmit&#39;, &#39;App\Http\Controllers\ProfilesController@profileSubmit&#39;);
```

It&#39;s referring to the function in my ProfilesController that should take the data from the form and save it to my database.

```php
public function profileSubmit(Request $request){
    $user = Auth::user();

    $user-&gt;bio = $request-&gt;bio;
    $user-&gt;profileurl = $request-&gt;profileurl;

    $user-&gt;save();

    return redirect(&#39;home&#39;);
}
}
```

The `$user` variable should be getting the authenticated (logged in) user in the database. The purpose of this all is that so they can submit a bio and URL that will eventually be put on their profile but for now It&#39;s just being put into the &#39;bio&#39; and &#39;profileurl&#39; columns in the table. 

However when I submit the form it adds nothing. Notably, it&#39;s saying that &quot;save()&quot; is an undefined method which is odd because it only gets caught as an error when I define $user as &quot;Auth::user();&quot;. Any help?",2020-11-15 18:20:00
57,Best way to alter a file in a bash script,"i have a file that have variables and values

objective: open the file and replace all id by input id

    [FILE]
    var1 = 2
    id = 3
    var3 = 5
    id = 12
    var4 = 5

and i can&#39;t replace the id values to new ones.

here&#39;s my code, any help or something will help. thanks

    #!/bin/bash
    filename=$1
    uuid=$2
    
    input=&quot;./$filename&quot;
    
    # awk -v find=&quot;id &quot; -v field=&quot;5&quot; -v newval=&quot;abcd&quot; &#39;BEGIN {FS=OFS=&quot;=&quot;} {if ($1 == find) $field=newval; print $1}&#39; $input
    
    while IFS= read -r line
    do
        awk -v find=&quot;id &quot; -v field=&quot;5&quot; -v newval=&quot;abcd&quot; &#39;BEGIN {FS=OFS=&quot;=&quot;} {if ($1 == find) $field=newval;}&#39; $input
        echo $line
    
    done &lt; &quot;$input&quot;

expected output

    execute
    ./myscript.sh file.cnf 77 
    
    expected output:
        [FILE]
    var1 = 2
    id = 77
    var3 = 5
    id = 77
    var4 = 5",2020-11-15 14:53:29
58,Automating data exporting from mysql database using python,"I&#39;ve already added a connection to MySQL DB on Pycharm, How to automate data exporting using Python ?

[![enter image description here][1]][1]


  [1]: https://i.stack.imgur.com/Yvcx3.png",2020-11-15 12:35:28
59,Combining rows on a Dataframe based on a specific column value and add other values,"So I have a dataframe and I&#39;m looking to combine two of the same column values together but leave all the others as they were.

For example:

    c1            c2

    shark         20
    pizza         25
    asteroid      10
    shark         90
    asteroid      30

And I want it to combine everything in the `c1` column with ONLY the value `shark` and add the values from `c2` so I get this:

    c1            c2

    shark         110
    pizza         25
    asteroid      10
    asteroid      30

`groupby` combines everything which is not what I want.

I&#39;m guessing using `df.loc` will get me somewhere but I&#39;m not sure how to apply it back to the dataframe so it&#39;s changes it.",2020-11-15 17:34:13
60,put table side by side with foreach,"i need to create labels to print with the information that comes in $ labels. what happens to me is that there is a vertical list, I need them to be 3 horizontally how can I solve?

    &lt;!DOCTYPE html&gt;
    &lt;html&gt;
    &lt;head&gt;
    &lt;meta charset=&quot;UTF-8&quot;/&gt;
    &lt;title&gt;Document&lt;/title&gt;
    &lt;style&gt;
    body {
      background: rgb(204,204,204); 
    }
    page {
      background: white;
      display: block;
      margin: 0 auto;
      margin-bottom: 0.5cm;
      box-shadow: 0 0 0.5cm rgba(0,0,0,0.5);
    }
    page[size=&quot;A4&quot;] {  
      width: 21cm;
      height: 29.7cm; 
    }
    @media print {
      body, page {
        margin: 0;
        box-shadow: 0;
      }
    }
    &lt;/style&gt;
    &lt;/head&gt;
    &lt;body&gt;
    &lt;page size=&quot;A4&quot;&gt;
    
    @foreach($labels as $label) 
    
    &lt;div class=&quot;col-md-3&quot;&gt;
            &lt;div class=&quot;card mb-4&quot;&gt;
                &lt;div class=&quot;card-body&quot;&gt;
                    &lt;h6 class=&quot;mb-3&quot;&gt;REFER&#202;NCIA: {{$label-&gt;ref}}&lt;/h6&gt;
                    &lt;h6 class=&quot;mb-3&quot;&gt;TAMANHO: {{$label-&gt;size}}&lt;/h6&gt;
                    &lt;h6 class=&quot;mb-3&quot;&gt;QUANTIDADE: {{$label-&gt;quantity}}&lt;/h6&gt;
                    &lt;h6 class=&quot;mb-3&quot;&gt;PRODUTO: {{$label-&gt;product}} - {{$label-&gt;feature}}&lt;/h6&gt;
                    &lt;h6 class=&quot;mb-3&quot;&gt;PARTE: {{$label-&gt;part}}&lt;/h6&gt;
                    &lt;h6 class=&quot;mb-3&quot;&gt;FINALISTA: {{$label-&gt;finalist}}&lt;/h6&gt;       
                &lt;/div&gt;
            &lt;/div&gt;
        &lt;/div&gt;
        
    @endforeach
    
    &lt;/page&gt;
    
    &lt;/body&gt;
    &lt;/html&gt;

this page serves to be rendered to pdf with DomPDF

[.card-body][1]


[.col-md-3][2]


  [1]: https://i.stack.imgur.com/MnSZk.png
  [2]: https://i.stack.imgur.com/4w5kx.png",2020-11-15 17:47:35
61,Is there any difference between auto and __auto_type?,"I&#39;ve been using `__auto_type` in C for sometime now and i was wondering, is it any different from `auto` in C++ ? Are they implemented differently? 

I&#39;ve tried looking for a reference but most things i searched wouldn&#39;t yield any results , searching for ***__auto_type in C*** would return articles about `auto` in C++ . It feels like a forgotten keyword .


Thank you in advance. 

",2020-11-15 18:35:25
62,JS performance: function call with object literal VS object stored in variable,"In my programs I usually have a lot of functions with the signature `myFunc({ param })`. I wanted to test what was the difference between calling these functions with a new object every time or with a variable that contains an object. i.e:
```
myFuncA({ param: 1 });

// vs

const paramObj = { param: 1 };
myFuncB(paramObj);
```
So I came up with a simple test:

```
let a = 0;
let b = 0;

function myFuncA({ param }) {
    a += param;
}

function myFuncB({ param }) {
    b += param;
}

const iterations = 1e9;

console.time(&#39;myFuncA&#39;);
for(let i = 0; i &lt; iterations; i++) {
    myFuncA({ param: 1 });
}
console.timeEnd(&#39;myFuncA&#39;)

console.time(&#39;myFuncB&#39;);
const paramObj = { param: 1 };
for(let i = 0; i &lt; iterations; i++) {
    myFuncB(paramObj);
}
console.timeEnd(&#39;myFuncB&#39;);
```

In this test, myFuncA is consistently faster on my machine, which is counter intuitive to me.
```
myFuncA: 2965.320ms
myFuncB: 4271.787ms

myFuncA: 2956.643ms
myFuncB: 4251.753ms

myFuncA: 2958.409ms
myFuncB: 4269.091ms

myFuncA: 2961.827ms
myFuncB: 4270.164ms

myFuncA: 2957.438ms
myFuncB: 4278.623ms
```

Initially I assumed **creating an object in the function call** would make the iterations slower because you need to create the object, **rather than pass the same object** every time. But it seems to be the other way round (?).

My specs:
- 64bits i7-6500U CPU @ 2.50GHz
- Linux Mint 20
- Node v12.14.1

**Why does this happen?** Is there something wrong with the test?",2020-11-15 18:39:52
63,Calculating averages on dictionary,"I have two list of `dict`s. Data includes unique id of a artist, artist name and the genres of the artist. Score includes which genre has which unique score. Based on second info given in 2nd dict, I would like to calculate average genre score of each artist in data.

How can I do that in a basic way?
```
data = [{&#39;id&#39;: &#39;cc55ea45-d936-47b1-96dd-ec468f07f0bc&#39;, &#39;name&#39;: &#39;Ariana Grande&#39;, &#39;genres&#39;: &#39;dance pop, pop, pop dance, post-teen pop&#39;}, {&#39;id&#39;: &#39;cc55ea45-d936-47b1-96dd-ec468f07f0bc&#39;, &#39;name&#39;: &#39;The Pigeon Detectives&#39;, &#39;genres&#39;: &#39;british indie rock, dance-punk, indie rock, leeds indie, modern rock, new rave, rock&#39;}]

score = [{&#39;dance pop&#39;: &#39;5044&#39;}, {&#39;pop&#39;: &#39;5045&#39;}, {&#39;pop dance&#39;: &#39;5042&#39;}, {&#39;post-teen pop&#39;: &#39;5039&#39;}, {&quot;british indie rock&quot;: &#39;4133&#39;}, {&#39;dance-punk&#39;: &#39;4811&#39;}, {&#39;indie rock&#39;: &#39;4985&#39;}, {&#39;leeds indie&#39;: &#39;2598&#39;}, {&#39;modern rock&#39;: &#39;5035&#39;}, {&#39;new rave&#39;: &#39;4867&#39;}, {&#39;rock&#39;: &#39;5040&#39;}]
```
",2020-11-15 17:47:23
64,Blazor CSS Isolation not working and not adding scope identifiers after migrating to .NET 5.0 and using SASS,"I&#39;ve recently migrated a pet project from Blazor .NET 3.1 to .NET 5.0 and am trying to switch to using css isolation.

I&#39;ve created a scss file (which compiles to a css file using the webcompiler extension) with the same prefix as my component:

[![SCSS][1]][1]

I&#39;ve included the generated css in my index.html file:

    &lt;link href=&quot;FinNodeWASM.Client.styles.css&quot; rel=&quot;stylesheet&quot;&gt;

Dotnet is generating the css correctly and appending the scope identifier attribute as expected:
[![Generated CSS][2]][2]

However, when I look at the generated HTML I don&#39;t see the expected score identifier attribute there:

[![enter image description here][3]][3]


  [1]: https://i.stack.imgur.com/fYVUB.png
  [2]: https://i.stack.imgur.com/HTSC6.png
  [3]: https://i.stack.imgur.com/reZd2.png",2020-11-14 13:57:51
65,PHP: how can I increase the number of items in the shopping cart?,"I&#39;m working on a project, and I&#39;m trying to increase the number of items in my shopping cart. But I&#39;m having trouble getting the total price and the number of items. My code looks like this:
```
session_start();

    // ADD ITEMS
    if (isset($_GET[&#39;itemId&#39;])) {
        foreach($_SESSION[&#39;items&#39;] as $key=&gt;$value) {
            if ($_GET[&#39;itemId&#39;] == $value[&#39;itemId&#39;]) {
                $_SESSION[&#39;cartItems&#39;][$value[&#39;itemId&#39;]] = array(&#39;name&#39;=&gt;$value[&#39;name&#39;], &#39;price&#39;=&gt;$value[&#39;price&#39;]);
            }
        }
    }

    // INCREASE QUANTITY
    $quantityInput = 1;
    if (isset($_POST[&quot;quantityInput&quot;]) &amp;&amp; $_POST[&quot;quantityInput&quot;] != 0) {
        $quantityInput = $_POST[&quot;quantityInput&quot;] * $_POST[&quot;itemId&quot;];
        echo $quantityInput;
    }

    // HERE IS HTML PART
 foreach ($_SESSION[&#39;cartItems&#39;] as $key=&gt;$value) {
      echo &quot;&lt;td class=\&quot;titleColumn\&quot;&gt; $value[name] &lt;/td&gt;
            &lt;td class=\&quot;quantityColumn\&quot;&gt;
                &lt;form action=\&quot;cart.php\&quot; method=\&quot;post\&quot;&gt;
                     &lt;input type=\&quot;number\&quot; id=\&quot;quantityInput\&quot; name=\&quot;quantityInput\&quot; 
                                 min=\&quot;0\&quot; max=\&quot;20\&quot; value=$quantityInput&gt;
                     &lt;input type=\&quot;hidden\&quot; name=\&quot;itemId\&quot; value=$key&gt;
                     &lt;input type=\&quot;submit\&quot; id=\&quot;updateButton\&quot; value=\&quot;Update\&quot;&gt;
                &lt;/form&gt;
            &lt;/td&gt;
            &lt;td class=\&quot;priceColumn\&quot;&gt; $value[price] &lt;/td&gt;
            &lt;td class=\&quot;totalColumn\&quot;&gt; $9.99 &lt;/td&gt; &lt;/tr&gt;&quot;;
```
When I click the &quot;update&quot; button to change the number of items, I get a number 12. And I have no idea why I&#39;m getting this number, also, although I only tried to change the quantity of itemId 1, all other items&#39; quantities change together. Why is this so? How can I correct my cart?
Advice will be greatly appreciated!

",2020-11-15 18:39:50
66,Vue Moment add 6 months and use from now,"Is it possible to add 6 months to a date and use from now in a single line of code with Vue Moment

I was thinking something like this:

    date | moment(&#39;add&#39;, &#39;6 months&#39;, &#39;DD/MM/YYYY&#39;) | moment(&#39;from&#39;, &#39;now&#39;)

Or this

    date | moment(&#39;from&#39;, &#39;now&#39;, &#39;add&#39;, &#39;6 months&#39;) 

But these methods didn&#39;t work, any ideas? Is it even possible? ",2020-11-15 18:27:51
67,How to create AVD from command line using a hardware profile?,"Currently I&#39;ve been managing AVDs via the Android Studio UI at Tools &gt; AVD Manager. This works for creating an AVD with a specific hardware profile (that I have in an XML file), but I find that frequently an AVD is breaking somehow. Next to the AVD is a &quot;Repair&quot; option in the UI, and the hardware profile I&#39;ve added gets removed, causing me to enter it all in again. This is painful and frequent so I&#39;d like to automate it via the command line.

I can create an AVD using a command like `avdmanager create avd -n test1 -k &quot;system-images;android-29;google_apis;x86&quot;`, but it prompts for custom hardware, and if I choose a custom hardware profile it prompts me to enter in each individual property. This is more time-consuming than using the UI.

[This source][2] claims &quot;the android tool lets you set hardware emulation options for virtual device&quot;, and provides a nice list of properties than can be modified, but no explanation of how these can be set via a command.

Is there some way to set the hardware profile for an AVD from the command line without manually answering prompts?


  [1]: https://stackoverflow.com/a/14696828/1766230
  [2]: https://stuff.mit.edu/afs/sipb/project/android/docs/tools/devices/managing-avds-cmdline.html",2020-10-23 18:42:59
68,Change bgColor for all Labels on ViewController,"I have several labels on the ViewController . They do not have outlets, they are just placed on the storyboard. Can I programmatically change the background color for all these labels?
Is it possible to change some properties of objects that just hang in the storyboard without outlets ?
",2020-11-15 18:36:04
69,How can i get Javascript Callback in .Net Blazor?,"Is there a way to add callback to Javascript and get the result in Blazor? Apart from JS Promises.

for example, let say i want to load a file

Javascript Code
```javascript
window.readFile = function(filePath, callBack) {
    var reader = new FileReader();
    reader.onload = function (evt) {
        callBack(evt.target.result);
    };
    reader.readAsText(filePath);
}
```


Can i have something like this in Blazor C#
```c#
    // read file content and output result to console
    void GetFileContent() {
        JsRuntime.InvokeAsync&lt;object&gt;(&quot;readFile&quot;, &quot;file.txt&quot;, (string text) =&gt; {
            Console.Write(text);
        });
    }

```

Or Maybe something like this

```c#
    // read with javascript
    void ReadFileContent() {
        JsRuntime.InvokeAsync&lt;object&gt;(&quot;readFile&quot;, &quot;file.txt&quot;, &quot;resultCallbackMethod&quot;);
    }

    // output result callback to console
    void resultCallbackMethod(string text) {
        Console.Write(text);
    }
```

Thanks",2019-06-17 11:37:30
70,How to rule for invalid identifiers in lex?,"I want to rule invalid identifiers for lex , i tried this but not working, if identifier starts with numbers must be error, there can be another things

````
[0-9][a-zA-Z]*			fprintf(yyout,&quot;ERROR IDENTIFIER\n&quot;);printf(&quot;%s: ERROR IDENTIFIER\n&quot;,yytext);
````",2020-11-15 18:39:16
71,How to store a list (with data creating a graph) in sqlite3?,"So, I want to create a database for my program where one of the variables I want to store are 2 lists ([example][1]) with data creating a graph ([example][2]). It will change every time user adds new data.

My problem is, how can I store those lists in this database?



  [1]: https://i.stack.imgur.com/XUF7p.png
  [2]: https://i.stack.imgur.com/IxopT.png",2020-11-15 18:33:38
